ID,file_path,words
680,./training/Mansfield_train/uoa_nz_mansfield_jh_0078.wav,"She would like to have kept those wisps as a keepsake, as a remembrance."
681,./training/Mansfield_train/uoa_nz_mansfield_jh_0079.wav,"Isabel, we're all going for a bathe."
682,./training/Mansfield_train/uoa_nz_mansfield_jh_0081.wav,The icy wind blew out her apron into a balloon.
683,./training/Mansfield_train/uoa_nz_mansfield_jh_0082.wav,I think I prefer both equally well.
684,./training/Mansfield_train/uoa_nz_mansfield_jh_0083.wav,"Nurse Andrews had, of course, jumped at the idea."
685,./training/Mansfield_train/uoa_nz_mansfield_jh_0085.wav,"She breathed in a small whisper to the boy, Hallo, my funny."
686,./training/Mansfield_train/uoa_nz_mansfield_jh_0086.wav,"Thundered the greybeard, with pristine freshness."
687,./training/Mansfield_train/uoa_nz_mansfield_jh_0087.wav,My insides are all twisted up with having children too quickly.
688,./training/Mansfield_train/uoa_nz_mansfield_jh_0089.wav,Do you know that poem of Sappho about her hands in the stars.
689,./training/Mansfield_train/uoa_nz_mansfield_jh_0090.wav,My peaceful attitude of mind towards it is completely destroyed.
690,./training/Mansfield_train/uoa_nz_mansfield_jh_0091.wav,Psychologically I understood your refusal.
691,./training/Mansfield_train/uoa_nz_mansfield_jh_0093.wav,"'Ah, will you to a convent fly, So young, so fresh, so fair."
692,./training/Mansfield_train/uoa_nz_mansfield_jh_0094.wav,When the door was closed we raised a triumphant cry.
693,./training/Mansfield_train/uoa_nz_mansfield_jh_0095.wav,"Oh, what a loathsome thing to have done."
694,./training/Mansfield_train/uoa_nz_mansfield_jh_0097.wav,Our client moreover is positive.
695,./training/Mansfield_train/uoa_nz_mansfield_jh_0098.wav,She turned away from the Buddha with one of her vague gestures.
696,./training/Mansfield_train/uoa_nz_mansfield_jh_0099.wav,But it was most unfortunate.
697,./training/Mansfield_train/uoa_nz_mansfield_jh_0101.wav,Why is it so exciting to be awake when everybody else is asleep.
698,./training/Mansfield_train/uoa_nz_mansfield_jh_0102.wav,"Heaven reward thy sweet patience, lady mine, he murmured."
699,./training/Mansfield_train/uoa_nz_mansfield_jh_0103.wav,"What are you looking at, my grandma."
700,./training/Mansfield_train/uoa_nz_mansfield_jh_0105.wav,Ignorance must not go uncontradicted.
701,./training/Mansfield_train/uoa_nz_mansfield_jh_0106.wav,And so large that I can go down there and walk about.
702,./training/Mansfield_train/uoa_nz_mansfield_jh_0107.wav,"Her loud, slightly harsh voice filled the salon."
703,./training/Mansfield_train/uoa_nz_mansfield_jh_0109.wav,"She asked, leaning her arms on the table and pillowing her breast against them."
704,./training/Mansfield_train/uoa_nz_mansfield_jh_0110.wav,Which resolution comforted her absolutely.
705,./training/Mansfield_train/uoa_nz_mansfield_jh_0111.wav,"Young blood, answered the Herr Rat genially."
706,./training/Mansfield_train/uoa_nz_mansfield_jh_0113.wav,"Poverty-stricken, her limbs with tattered rags half covered."
707,./training/Mansfield_train/uoa_nz_mansfield_jh_0114.wav,Each year I come expecting to find you with an empty nest.
708,./training/Mansfield_train/uoa_nz_mansfield_jh_0115.wav,"Frau Hartmann, I congratulate you."
709,./training/Mansfield_train/uoa_nz_mansfield_jh_0117.wav,"They sway and languish dreamily, And we, close pressed, are kissing there."
710,./training/Mansfield_train/uoa_nz_mansfield_jh_0118.wav,She very obviously followed the advice.
711,./training/Mansfield_train/uoa_nz_mansfield_jh_0119.wav,Somehow or other he managed to shake some sort of smile at her.
712,./training/Mansfield_train/uoa_nz_mansfield_jh_0121.wav,The straw basket of programmes was tossed from arm to arm.
713,./training/Mansfield_train/uoa_nz_mansfield_jh_0122.wav,Peering through that round eye she could see far off some rocks.
714,./training/Mansfield_train/uoa_nz_mansfield_jh_0123.wav,I saw a beautiful umbrella broken in half like that on my way over.
715,./training/Mansfield_train/uoa_nz_mansfield_jh_0125.wav,She was sitting in the open taxi outside.
716,./training/Mansfield_train/uoa_nz_mansfield_jh_0126.wav,I could have sworn I left a teaspoonful of cocoa in the tin.
717,./training/Mansfield_train/uoa_nz_mansfield_jh_0127.wav,The result looked like a gigantic dustbin.
718,./training/Mansfield_train/uoa_nz_mansfield_jh_0129.wav,There's some marmalade in the sideboard.
719,./training/Mansfield_train/uoa_nz_mansfield_jh_0130.wav,Must they be hidden by a marquee.
720,./training/Mansfield_train/uoa_nz_mansfield_jh_0131.wav,It was muffled as though the dog had its head in a sack.
721,./training/Mansfield_train/uoa_nz_mansfield_jh_0133.wav,"The bell jangled, the red serge curtains parted, and Mrs. Stubbs appeared."
722,./training/Mansfield_train/uoa_nz_mansfield_jh_0134.wav,Pity to have made herself so conspicuous.
723,./training/Mansfield_train/uoa_nz_mansfield_jh_0135.wav,"Yes, that was her real grudge against life."
724,./training/Mansfield_train/uoa_nz_mansfield_jh_0137.wav,"She was a long, strange-looking woman with narrow hands and feet."
725,./training/Mansfield_train/uoa_nz_mansfield_jh_0138.wav,First man in as usual.
726,./training/Mansfield_train/uoa_nz_mansfield_jh_0139.wav,Big twists and curls jostled and shouldered each other as the silvery beams broadened.
727,./training/Mansfield_train/uoa_nz_mansfield_jh_0141.wav,"I'd far rather you loved other things, said the strange man slowly."
728,./training/Mansfield_train/uoa_nz_mansfield_jh_0142.wav,She is the incarnation of comprehending Love.
729,./training/Mansfield_train/uoa_nz_mansfield_jh_0143.wav,"After all, dash it, they were young still."
730,./training/Mansfield_train/uoa_nz_mansfield_jh_0145.wav,"Two stone heavier than I, if he's a pound, thought Andreas."
731,./training/Mansfield_train/uoa_nz_mansfield_jh_0146.wav,"It doesn't matter, they're all busy upstairs."
732,./training/Mansfield_train/uoa_nz_mansfield_jh_0147.wav,"Lights were turned on immediately the cafe opened, and business was very brisk."
733,./training/Mansfield_train/uoa_nz_mansfield_jh_0149.wav,Would you come with me as far as the railway station and back.
734,./training/Mansfield_train/uoa_nz_mansfield_jh_0150.wav,"And retired, the very young gentleman dodging her train and scowling."
735,./training/Mansfield_train/uoa_nz_mansfield_jh_0151.wav,It is a great pity that the English nation is so unmusical.
736,./training/Mansfield_train/uoa_nz_mansfield_jh_0153.wav,"The quantity of fruit I have eaten on this bench, he sighed."
737,./training/Mansfield_train/uoa_nz_mansfield_jh_0154.wav,That is almost a mouthful in itself.
738,./training/Mansfield_train/uoa_nz_mansfield_jh_0155.wav,Or perhaps you do not care to eat the worms.
739,./training/Mansfield_train/uoa_nz_mansfield_jh_0157.wav,Nothing rested him so much then as for me to stroke his head.
740,./training/Mansfield_train/uoa_nz_mansfield_jh_0158.wav,"Dear Frau Fischer, won't you take your coffee out in the garden."
741,./training/Mansfield_train/uoa_nz_mansfield_jh_0159.wav,Four of the clock one July afternoon she appeared at the Pension Muller.
742,./training/Mansfield_train/uoa_nz_mansfield_jh_0161.wav,But she graciously suffered our worship and we were more than content.
743,./training/Mansfield_train/uoa_nz_mansfield_jh_0162.wav,I found myself pitying the Baron.
744,./training/Mansfield_train/uoa_nz_mansfield_jh_0163.wav,"There you are, I said."
745,./training/Mansfield_train/uoa_nz_mansfield_jh_0165.wav,"Ah, Harold was too handsome, too handsome by far."
746,./training/Mansfield_train/uoa_nz_mansfield_jh_0166.wav,Harold hadn't come back from lunch until close on four.
747,./training/Mansfield_train/uoa_nz_mansfield_jh_0167.wav,The corridors were silent and cold.
748,./training/Mansfield_train/uoa_nz_mansfield_jh_0169.wav,How strange she'd never thought of it like that before.
749,./training/Mansfield_train/uoa_nz_mansfield_jh_0170.wav,They sat outside the house in long chairs under coloured parasols.
750,./training/Mansfield_train/uoa_nz_mansfield_jh_0171.wav,"We shall have to anoint ourselves with butter, said Dennis."
751,./training/Mansfield_train/uoa_nz_mansfield_jh_0173.wav,It would frighten Ethel out of her life.
752,./training/Mansfield_train/uoa_nz_mansfield_jh_0174.wav,She unhooked her worn jacket and hung that up too.
753,./training/Mansfield_train/uoa_nz_mansfield_jh_0175.wav,But it was a charming air.
754,./training/Mansfield_train/uoa_nz_mansfield_jh_0177.wav,When a faint violin sounded she winced and bit her lip again.
755,./training/Mansfield_train/uoa_nz_mansfield_jh_0178.wav,"Calm yourself, she said superbly."
756,./training/Mansfield_train/uoa_nz_mansfield_jh_0179.wav,"How wrong, how wicked, feeling as I do."
757,./training/Mansfield_train/uoa_nz_mansfield_jh_0181.wav,"It is to-morrow that you're going, isn't it."
758,./training/Mansfield_train/uoa_nz_mansfield_jh_0182.wav,"But his luck gave him a nasty jar, to say the least, almost immediately."
759,./training/Mansfield_train/uoa_nz_mansfield_jh_0183.wav,It was thirty-five years old.
760,./training/Mansfield_train/uoa_nz_mansfield_jh_0185.wav,They're such awfully nice men.
761,./training/Mansfield_train/uoa_nz_mansfield_jh_0186.wav,The very idea made one shudder.
762,./training/Mansfield_train/uoa_nz_mansfield_jh_0187.wav,I've got the names somewhere on the back of an envelope.
763,./training/Mansfield_train/uoa_nz_mansfield_jh_0189.wav,That's a more intolerable situation than the other.
764,./training/Mansfield_train/uoa_nz_mansfield_jh_0190.wav,"But Jonathan only answered, A little love, a little kindness."
765,./training/Mansfield_train/uoa_nz_mansfield_jh_0191.wav,She hated her grandma to be sad.
766,./training/Mansfield_train/uoa_nz_mansfield_jh_0193.wav,And when you turned it over the outside was a deep bronze colour.
767,./training/Mansfield_train/uoa_nz_mansfield_jh_0194.wav,"They were the Trout boys, Pip and Rags."
768,./training/Mansfield_train/uoa_nz_mansfield_jh_0195.wav,No time to say good-bye.
769,./training/Mansfield_train/uoa_nz_mansfield_jh_0197.wav,Their cry sounded in the dreams of little children.
770,./training/Mansfield_train/uoa_nz_mansfield_jh_0198.wav,And now big spots of light gleamed in the mist.
771,./training/Mansfield_train/uoa_nz_mansfield_jh_0199.wav,Then something immense came into view.
772,./training/Mansfield_train/uoa_nz_mansfield_jh_0201.wav,He paused by the window and glanced at her a moment over his shoulder.
773,./training/Mansfield_train/uoa_nz_mansfield_jh_0202.wav,What does the pussy cat do all day.
774,./training/Mansfield_train/uoa_nz_mansfield_jh_0203.wav,I just saw her go out to buy some.
775,./training/Mansfield_train/uoa_nz_mansfield_jh_0205.wav,I know no such name in a sharp voice.
776,./training/Mansfield_train/uoa_nz_mansfield_jh_0206.wav,You look like a little boy with your hair blowing about in the wind.
777,./training/Mansfield_train/uoa_nz_mansfield_jh_0207.wav,"Oh, what a beautiful, noble idea."
778,./training/Mansfield_train/uoa_nz_mansfield_jh_0209.wav,But by that time she had to peg out the washing for the Frau.
779,./training/Mansfield_train/uoa_nz_mansfield_jh_0210.wav,"Shouted Hans, hitting Anton over the head with his empty cup."
780,./training/Mansfield_train/uoa_nz_mansfield_jh_0211.wav,She's got twice the nerve of you and me rolled into one.
781,./training/Mansfield_train/uoa_nz_mansfield_jh_0213.wav,Straightway Andreas felt that he was being accused.
782,./training/Mansfield_train/uoa_nz_mansfield_jh_0214.wav,"From the pine forest streamed a wild perfume, the branches swayed together, rhythmically, sonorously."
783,./training/Mansfield_train/uoa_nz_mansfield_jh_0215.wav,Then you are an Englishwoman.
784,./training/Mansfield_train/uoa_nz_mansfield_jh_0217.wav,"What a fire, she shrieked, stretching out her hands."
785,./training/Mansfield_train/uoa_nz_mansfield_jh_0218.wav,"Oh, mamma, please don't say such things, Sonia flushed and grew very angry."
786,./training/Mansfield_train/uoa_nz_mansfield_jh_0219.wav,Such a brilliant way of putting things.
787,./training/Mansfield_train/uoa_nz_mansfield_jh_0221.wav,Such a clout on the ear as you gave me.
788,./training/Mansfield_train/uoa_nz_mansfield_jh_0222.wav,Her roughened hands clasped and unclasped themselves in the folds of her skirt.
789,./training/Mansfield_train/uoa_nz_mansfield_jh_0223.wav,"That's not how a wedding should be, she said."
790,./training/Mansfield_train/uoa_nz_mansfield_jh_0225.wav,"But I consider child-bearing the most ignominious of all professions, I said."
791,./training/Mansfield_train/uoa_nz_mansfield_jh_0226.wav,I said he was a sea-captain on a long and perilous voyage.
792,./training/Mansfield_train/uoa_nz_mansfield_jh_0227.wav,When I meet new people I squeeze them dry like a sponge.
793,./training/Mansfield_train/uoa_nz_mansfield_jh_0229.wav,I am not accustomed to such company.
794,./training/Mansfield_train/uoa_nz_mansfield_jh_0230.wav,He and Frau Fischer were old friends.
795,./training/Mansfield_train/uoa_nz_mansfield_jh_0231.wav,You do not seem to enjoy discussing the functions of the body.
796,./training/Mansfield_train/uoa_nz_mansfield_jh_0233.wav,Youth should be like a wild rose.
797,./training/Mansfield_train/uoa_nz_mansfield_jh_0234.wav,Coffee and rolls took on the nature of an orgy.
798,./training/Mansfield_train/uoa_nz_mansfield_jh_0235.wav,Afflicted children have such pretty ways.
799,./training/Mansfield_train/uoa_nz_mansfield_jh_0237.wav,I assure you we are not afraid.
800,./training/Mansfield_train/uoa_nz_mansfield_jh_0238.wav,How long are you remaining here.
801,./training/Mansfield_train/uoa_nz_mansfield_jh_0239.wav,Who ever heard of having children upon vegetables.
802,./training/Mansfield_train/uoa_nz_mansfield_jh_0241.wav,My lady put me into collars and cuffs from the first.
803,./training/Mansfield_train/uoa_nz_mansfield_jh_0242.wav,They were ever so kind to me.
804,./training/Mansfield_train/uoa_nz_mansfield_jh_0243.wav,"Come along, I'd say, come along, and I'll lay out your patience for you."
805,./training/Mansfield_train/uoa_nz_mansfield_jh_0245.wav,She looked at Ethel over her spectacles.
806,./training/Mansfield_train/uoa_nz_mansfield_jh_0246.wav,The carriage gates were pushed back.
807,./training/Mansfield_train/uoa_nz_mansfield_jh_0247.wav,They are hard to resist.
808,./training/Mansfield_train/uoa_nz_mansfield_jh_0249.wav,"She lay on his breast, but so lightly, so remotely."
809,./training/Mansfield_train/uoa_nz_mansfield_jh_0250.wav,He bent over her and she looked up with her familiar half-smile.
810,./training/Mansfield_train/uoa_nz_mansfield_jh_0251.wav,His heart was wrung with such a spasm that he could have cried out.
811,./training/Mansfield_train/uoa_nz_mansfield_jh_0253.wav,As much expression as you can put into it.
812,./training/Mansfield_train/uoa_nz_mansfield_jh_0254.wav,"The willow trees, outside the high, narrow windows, waved in the wind."
813,./training/Mansfield_train/uoa_nz_mansfield_jh_0255.wav,She didn't even recognise him again.
814,./training/Mansfield_train/uoa_nz_mansfield_jh_0257.wav,It gave her quite a shock again to see how old he was.
815,./training/Mansfield_train/uoa_nz_mansfield_jh_0258.wav,Drawled a faint voice close to her ear.
816,./training/Mansfield_train/uoa_nz_mansfield_jh_0259.wav,Meg passed him on to Leila.
817,./training/Mansfield_train/uoa_nz_mansfield_jh_0261.wav,"Strange voices answered, Of course, my dear."
818,./training/Mansfield_train/uoa_nz_mansfield_jh_0262.wav,"It must have had a knock, somehow."
819,./training/Mansfield_train/uoa_nz_mansfield_jh_0263.wav,One golden hour set with sixty diamond minutes.
820,./training/Mansfield_train/uoa_nz_mansfield_jh_0265.wav,"But grandma remembered too, at the same time."
821,./training/Mansfield_train/uoa_nz_mansfield_jh_0266.wav,Such a very nice stewardess came to meet them.
822,./training/Mansfield_train/uoa_nz_mansfield_jh_0267.wav,"Grandma made a small, astonished face."
823,./training/Mansfield_train/uoa_nz_mansfield_jh_0269.wav,Beside him her grandma bustled along in her crackling black ulster.
824,./training/Mansfield_train/uoa_nz_mansfield_jh_0270.wav,"Look here, said William, how are we going to sit."
825,./training/Mansfield_train/uoa_nz_mansfield_jh_0271.wav,"May thy head, William, lack not ointment."
826,./training/Mansfield_train/uoa_nz_mansfield_jh_0273.wav,We are inclined to reconsider.
827,./training/Mansfield_train/uoa_nz_mansfield_jh_0274.wav,Ma Parker threw the counterpane over the bed.
828,./training/Mansfield_train/uoa_nz_mansfield_jh_0275.wav,Ma Parker gave no answer.
829,./training/Mansfield_train/uoa_nz_mansfield_jh_0277.wav,And then we were outside again.
830,./training/Mansfield_train/uoa_nz_mansfield_jh_0278.wav,"I sipped my tea, leaned back, and even asked if I might smoke."
831,./training/Mansfield_train/uoa_nz_mansfield_jh_0279.wav,"Oh well, there seems nowhere else, said she."
832,./training/Mansfield_train/uoa_nz_mansfield_jh_0281.wav,"Oh, if you only knew how horrid I feel."
833,./training/Mansfield_train/uoa_nz_mansfield_jh_0282.wav,"And where are you going, if your mother may ask."
834,./training/Mansfield_train/uoa_nz_mansfield_jh_0283.wav,It was the shadow from the tree outside.
835,./training/Mansfield_train/uoa_nz_mansfield_jh_0285.wav,"Oh, eggs in various forms."
836,./training/Mansfield_train/uoa_nz_mansfield_jh_0286.wav,"And this time, said Josephine firmly, we must come to a definite decision."
837,./training/Mansfield_train/uoa_nz_mansfield_jh_0287.wav,She raised her pale eyebrows until they rippled away into her pale hair.
838,./training/Mansfield_train/uoa_nz_mansfield_jh_0289.wav,I'm afraid I shan't be able to stay very long with grandfather.
839,./training/Mansfield_train/uoa_nz_mansfield_jh_0290.wav,But we mustn't let you off with that.
840,./training/Mansfield_train/uoa_nz_mansfield_jh_0291.wav,It would be somehow so satisfactory.
841,./training/Mansfield_train/uoa_nz_mansfield_jh_0293.wav,She heard his stick thumping.
842,./training/Mansfield_train/uoa_nz_mansfield_jh_0294.wav,"We can't disturb Kate again, she said softly."
843,./training/Mansfield_train/uoa_nz_mansfield_jh_0295.wav,A spasm of pity squeezed her heart.
844,./training/Mansfield_train/uoa_nz_mansfield_jh_0297.wav,Run down just as you are.
845,./training/Mansfield_train/uoa_nz_mansfield_jh_0298.wav,And somehow that seemed quite the best plan.
846,./training/Mansfield_train/uoa_nz_mansfield_jh_0299.wav,"Mrs. Sheridan got up and came over to her, carrying the hat."
847,./training/Mansfield_train/uoa_nz_mansfield_jh_0301.wav,Jose began to be seriously annoyed.
848,./training/Mansfield_train/uoa_nz_mansfield_jh_0302.wav,But still one must go everywhere.
849,./training/Mansfield_train/uoa_nz_mansfield_jh_0303.wav,Sadie had her hand clapped to her cheek as though she had toothache.
850,./training/Mansfield_train/uoa_nz_mansfield_jh_0305.wav,Let's try over 'This life is Weary.'
851,./training/Mansfield_train/uoa_nz_mansfield_jh_0306.wav,But at that moment Mrs. Sheridan joined them.
852,./training/Mansfield_train/uoa_nz_mansfield_jh_0307.wav,It was the heavy piano being moved on its stiff castors.
853,./training/Mansfield_train/uoa_nz_mansfield_jh_0309.wav,But Meg could not possibly go and supervise the men.
854,./training/Mansfield_train/uoa_nz_mansfield_jh_0310.wav,You enjoy yourself while you're young.
855,./training/Mansfield_train/uoa_nz_mansfield_jh_0311.wav,"Let us live our life, all new, all ours, from the very beginning."
856,./training/Mansfield_train/uoa_nz_mansfield_jh_0313.wav,"Oh, what a joy it is to own things."
857,./training/Mansfield_train/uoa_nz_mansfield_jh_0314.wav,I've had the hell of a day.
858,./training/Mansfield_train/uoa_nz_mansfield_jh_0315.wav,He leapt across the flower-bed and seized her in his arms.
859,./training/Mansfield_train/uoa_nz_mansfield_jh_0317.wav,"No guiding principle, let us call it."
860,./training/Mansfield_train/uoa_nz_mansfield_jh_0318.wav,I'm exactly like that insect again.
861,./training/Mansfield_train/uoa_nz_mansfield_jh_0319.wav,Why don't I fly out again.
862,./training/Mansfield_train/uoa_nz_mansfield_jh_0321.wav,"Would ye have me laugh, my fair sister."
863,./training/Mansfield_train/uoa_nz_mansfield_jh_0322.wav,"It must be awful, she said slowly."
864,./training/Mansfield_train/uoa_nz_mansfield_jh_0323.wav,"Greeting, my Celestial Peach Blossom."
865,./training/Mansfield_train/uoa_nz_mansfield_jh_0325.wav,Whatever did we shut the door for.
866,./training/Mansfield_train/uoa_nz_mansfield_jh_0326.wav,Alice did wish there'd been a bit of life on the road though.
867,./training/Mansfield_train/uoa_nz_mansfield_jh_0327.wav,I never seen anyone so eaten.
868,./training/Mansfield_train/uoa_nz_mansfield_jh_0329.wav,"Grandma, she said in a startled voice."
869,./training/Mansfield_train/uoa_nz_mansfield_jh_0330.wav,"And how strong, how damp the seaweed smelt in the hot sun."
870,./training/Mansfield_train/uoa_nz_mansfield_jh_0331.wav,We know all about that.
871,./training/Mansfield_train/uoa_nz_mansfield_jh_0333.wav,The boy had turned over.
872,./training/Mansfield_train/uoa_nz_mansfield_jh_0334.wav,And she gave her strange neighing laugh and grimaced at the other women.
873,./training/Mansfield_train/uoa_nz_mansfield_jh_0335.wav,"Of course there were stories, but such stories."
874,./training/Mansfield_train/uoa_nz_mansfield_jh_0337.wav,But aren't you going to bathe here.
875,./training/Mansfield_train/uoa_nz_mansfield_jh_0338.wav,Then the children were unbuttoned.
876,./training/Mansfield_train/uoa_nz_mansfield_jh_0339.wav,This one was as big as a star and far more beautiful.
877,./training/Mansfield_train/uoa_nz_mansfield_jh_0341.wav,There was no man to disturb them.
878,./training/Mansfield_train/uoa_nz_mansfield_jh_0342.wav,Their very voices were changed as they called to one another.
879,./training/Mansfield_train/uoa_nz_mansfield_jh_0343.wav,Why can't you eat your food properly like Isabel and Lottie.
880,./training/Mansfield_train/uoa_nz_mansfield_jh_0345.wav,He only woke up once last night.
881,./training/Mansfield_train/uoa_nz_mansfield_jh_0346.wav,They settled themselves on the bench opposite Stanley and Beryl.
882,./training/Mansfield_train/uoa_nz_mansfield_jh_0347.wav,They were dressed alike in blue jerseys and knickers.
883,./training/Mansfield_train/uoa_nz_mansfield_jh_0349.wav,This mania for conversation irritated Stanley beyond words.
